Class,Group,Genus
Bivalvia,Bivalvia_Pteroidea,Avicula
Bivalvia,Bivalvia_Pteroidea,Batequeus
Bivalvia,Bivalvia_Pteroidea,Botula
Bivalvia,Bivalvia_Pteroidea,Brachidontes
Bivalvia,Bivalvia_Pteroidea,Brachiodontes
Bivalvia,Bivalvia_Pteroidea,Bractechlamys
Bivalvia,Bivalvia_Pteroidea,Camptonectes
Bivalvia,Bivalvia_Pteroidea,Caribachlamys
Bivalvia,Bivalvia_Pteroidea,Carolia
Bivalvia,Bivalvia_Pteroidea,Carolinapecten
Bivalvia,Bivalvia_Pteroidea,Chesapecten
Bivalvia,Bivalvia_Pteroidea,Chlamys
Bivalvia,Bivalvia_Pteroidea,Chloromytilus
Bivalvia,Bivalvia_Pteroidea,Conradostrea
Bivalvia,Bivalvia_Pteroidea,Costellamussiopecten
Bivalvia,Bivalvia_Pteroidea,Crassadoma
Bivalvia,Bivalvia_Pteroidea,Crassostrea
Bivalvia,Bivalvia_Pteroidea,Crenella
Bivalvia,Bivalvia_Pteroidea,Cryptopecten
Bivalvia,Bivalvia_Pteroidea,Cubitostrea
Bivalvia,Bivalvia_Pteroidea,Cyclopecten
Bivalvia,Bivalvia_Pteroidea,Dacrydium
Bivalvia,Bivalvia_Pteroidea,Decatopecten
Bivalvia,Bivalvia_Pteroidea,Delectopecten
Bivalvia,Bivalvia_Pteroidea,Dendostrea
Bivalvia,Bivalvia_Pteroidea,Dendrostrea
Bivalvia,Bivalvia_Pteroidea,Dhondtichlamys
Bivalvia,Bivalvia_Pteroidea,Dichotochlamys
Bivalvia,Bivalvia_Pteroidea,Dimarzipecten
Bivalvia,Bivalvia_Pteroidea,Dimya
Bivalvia,Bivalvia_Pteroidea,Dimyodon
Bivalvia,Bivalvia_Pteroidea,Eburneopecten
Bivalvia,Bivalvia_Pteroidea,Electroma
Bivalvia,Bivalvia_Pteroidea,Equichlamys
Bivalvia,Bivalvia_Pteroidea,Euphenax
Bivalvia,Bivalvia_Pteroidea,Euvola
Bivalvia,Bivalvia_Pteroidea,Exogyra
Bivalvia,Bivalvia_Pteroidea,Exosiperna
Bivalvia,Bivalvia_Pteroidea,Exputens
Bivalvia,Bivalvia_Pteroidea,Flabellipecten
Bivalvia,Bivalvia_Pteroidea,Flemingostrea
Bivalvia,Bivalvia_Pteroidea,Flexopecten
Bivalvia,Bivalvia_Pteroidea,Fortipecten
Bivalvia,Bivalvia_Pteroidea,Geukensia
Bivalvia,Bivalvia_Pteroidea,Gigantopecten
Bivalvia,Bivalvia_Pteroidea,Gigantostrea
Bivalvia,Bivalvia_Pteroidea,Gloripallium
Bivalvia,Bivalvia_Pteroidea,Gregariella
Bivalvia,Bivalvia_Pteroidea,Gryphaea
Bivalvia,Bivalvia_Pteroidea,Gryphaeostrea
Bivalvia,Bivalvia_Pteroidea,Haumea
Bivalvia,Bivalvia_Pteroidea,Heteranomia
Bivalvia,Bivalvia_Pteroidea,Hilberia
Bivalvia,Bivalvia_Pteroidea,Hinnites
Bivalvia,Bivalvia_Pteroidea,Hyotissa
Bivalvia,Bivalvia_Pteroidea,Ilymatogyra
Bivalvia,Bivalvia_Pteroidea,Indoplacuna
Bivalvia,Bivalvia_Pteroidea,Ischadium
Bivalvia,Bivalvia_Pteroidea,Isognomon
Bivalvia,Bivalvia_Pteroidea,Isomonia
Bivalvia,Bivalvia_Pteroidea,Janupecten
Bivalvia,Bivalvia_Pteroidea,Jorgechlamys
Bivalvia,Bivalvia_Pteroidea,Juxtamusium
Bivalvia,Bivalvia_Pteroidea,Kokanostrea
Bivalvia,Bivalvia_Pteroidea,Korobkovia
Bivalvia,Bivalvia_Pteroidea,Kotorapecten
Bivalvia,Bivalvia_Pteroidea,Laevichlamys
Bivalvia,Bivalvia_Pteroidea,Lanistina
Bivalvia,Bivalvia_Pteroidea,Lentipecten
Bivalvia,Bivalvia_Pteroidea,Leopecten
Bivalvia,Bivalvia_Pteroidea,Lepidopecten
Bivalvia,Bivalvia_Pteroidea,Leptopecten
Bivalvia,Bivalvia_Pteroidea,Liostrea
Bivalvia,Bivalvia_Pteroidea,Lissopecten
Bivalvia,Bivalvia_Pteroidea,Lithodomus
Bivalvia,Bivalvia_Pteroidea,Lithophaga
Bivalvia,Bivalvia_Pteroidea,Lopha
Bivalvia,Bivalvia_Pteroidea,Lyropecten
Bivalvia,Bivalvia_Pteroidea,Macrochlamis
Bivalvia,Bivalvia_Pteroidea,Malleus
Bivalvia,Bivalvia_Pteroidea,Manupecten
Bivalvia,Bivalvia_Pteroidea,Melina
Bivalvia,Bivalvia_Pteroidea,Mesopeplum
Bivalvia,Bivalvia_Pteroidea,Minnivola
Bivalvia,Bivalvia_Pteroidea,Mizuhopecten
Bivalvia,Bivalvia_Pteroidea,Modiolarca
Bivalvia,Bivalvia_Pteroidea,Modiolaria
Bivalvia,Bivalvia_Pteroidea,Modiolatus
Bivalvia,Bivalvia_Pteroidea,Modiolus
Bivalvia,Bivalvia_Pteroidea,Modiomytilus
Bivalvia,Bivalvia_Pteroidea,Musculista
Bivalvia,Bivalvia_Pteroidea,Musculus
Bivalvia,Bivalvia_Pteroidea,Myrakeena
Bivalvia,Bivalvia_Pteroidea,Mytilaster
Bivalvia,Bivalvia_Pteroidea,Mytiloconcha
Bivalvia,Bivalvia_Pteroidea,Mytilon
Bivalvia,Bivalvia_Pteroidea,Mytilosootus
Bivalvia,Bivalvia_Pteroidea,Mytilus
Bivalvia,Bivalvia_Pteroidea,Nanaochlamys
Bivalvia,Bivalvia_Pteroidea,Nayadina
Bivalvia,Bivalvia_Pteroidea,Neithea
Bivalvia,Bivalvia_Pteroidea,Neoinoceramus
Bivalvia,Bivalvia_Pteroidea,Neopycnodonte
Bivalvia,Bivalvia_Pteroidea,Nicaisolopha
Bivalvia,Bivalvia_Pteroidea,Nodipecten
Bivalvia,Bivalvia_Pteroidea,Notostrea
Bivalvia,Bivalvia_Pteroidea,Odontogryphaea
Bivalvia,Bivalvia_Pteroidea,Oppenheimopecten
Bivalvia,Bivalvia_Pteroidea,Ostrea
Bivalvia,Bivalvia_Pteroidea,Ostreola
Bivalvia,Bivalvia_Pteroidea,Palliolum
Bivalvia,Bivalvia_Pteroidea,Parinomya
Bivalvia,Bivalvia_Pteroidea,Pascahinnites
Bivalvia,Bivalvia_Pteroidea,Patinopecten
Bivalvia,Bivalvia_Pteroidea,Patro
Bivalvia,Bivalvia_Pteroidea,Pecten
Bivalvia,Bivalvia_Pteroidea,Perna
Bivalvia,Bivalvia_Pteroidea,Phialopecten
Bivalvia,Bivalvia_Pteroidea,Pinctada
Bivalvia,Bivalvia_Pteroidea,Pinna
Bivalvia,Bivalvia_Pteroidea,Placenta
Bivalvia,Bivalvia_Pteroidea,Placopecten
Bivalvia,Bivalvia_Pteroidea,Placuna
Bivalvia,Bivalvia_Pteroidea,Placunanomia
Bivalvia,Bivalvia_Pteroidea,Placunopsis
Bivalvia,Bivalvia_Pteroidea,Plagioctenium
Bivalvia,Bivalvia_Pteroidea,Platygena
Bivalvia,Bivalvia_Pteroidea,Plicatula
Bivalvia,Bivalvia_Pteroidea,Pododesmus
Bivalvia,Bivalvia_Pteroidea,Propeamussium
Bivalvia,Bivalvia_Pteroidea,Pseudamussium
Bivalvia,Bivalvia_Pteroidea,Pteria
Bivalvia,Bivalvia_Pteroidea,Pulvinites
Bivalvia,Bivalvia_Pteroidea,Pycnodonte
Bivalvia,Bivalvia_Pteroidea,Rebeccapecten
Bivalvia,Bivalvia_Pteroidea,Rhomboidella
Bivalvia,Bivalvia_Pteroidea,Saccostrea
Bivalvia,Bivalvia_Pteroidea,Semimodiola
Bivalvia,Bivalvia_Pteroidea,Semipallium
Bivalvia,Bivalvia_Pteroidea,Semipecten
Bivalvia,Bivalvia_Pteroidea,Septifer
Bivalvia,Bivalvia_Pteroidea,Serratovola
Bivalvia,Bivalvia_Pteroidea,Serripecten
Bivalvia,Bivalvia_Pteroidea,Similipecten
Bivalvia,Bivalvia_Pteroidea,Sokolowia
Bivalvia,Bivalvia_Pteroidea,Solamen
Bivalvia,Bivalvia_Pteroidea,Somalidacna
Bivalvia,Bivalvia_Pteroidea,Sootryenella
Bivalvia,Bivalvia_Pteroidea,Spathochlamys
Bivalvia,Bivalvia_Pteroidea,Spondylus
Bivalvia,Bivalvia_Pteroidea,Stralopecten
Bivalvia,Bivalvia_Pteroidea,Striostrea
Bivalvia,Bivalvia_Pteroidea,Talochlamys
Bivalvia,Bivalvia_Pteroidea,Trichomusculus
Bivalvia,Bivalvia_Pteroidea,Trichomya
Bivalvia,Bivalvia_Pteroidea,Undulostrea
Bivalvia,Bivalvia_Pteroidea,Veprichlamys
Bivalvia,Bivalvia_Pteroidea,Vertipecten
Bivalvia,Bivalvia_Pteroidea,Victoripecten
Bivalvia,Bivalvia_Pteroidea,Volachlamys
Bivalvia,Bivalvia_Pteroidea,Volsella
Bivalvia,Bivalvia_Pteroidea,Vulsella
Bivalvia,Bivalvia_Pteroidea,Wakullina
Bivalvia,Bivalvia_Pteroidea,Yabepecten
Bivalvia,Bivalvia_Pteroidea,Zygochlamys
Bivalvia,Bivalvia_Trigonioida,Eotrigonia
Bivalvia,Bivalvia_Trigonioida,Neotrigonia
Bivalvia,Bivalvia_Veneroida,Abra
Bivalvia,Bivalvia_Veneroida,Acanthocardia
Bivalvia,Bivalvia_Veneroida,Acorylus
Bivalvia,Bivalvia_Veneroida,Acrosterigma
Bivalvia,Bivalvia_Veneroida,Adansonella
Bivalvia,Bivalvia_Veneroida,Afrocardium
Bivalvia,Bivalvia_Veneroida,Agriopoma
Bivalvia,Bivalvia_Veneroida,Aligena
Bivalvia,Bivalvia_Veneroida,Altenaeum
Bivalvia,Bivalvia_Veneroida,Alveinus
Bivalvia,Bivalvia_Veneroida,Ameghinomya
Bivalvia,Bivalvia_Veneroida,Americardia
Bivalvia,Bivalvia_Veneroida,Amiantis
Bivalvia,Bivalvia_Veneroida,Anapella
Bivalvia,Bivalvia_Veneroida,Anatina
Bivalvia,Bivalvia_Veneroida,Angulus
Bivalvia,Bivalvia_Veneroida,Anisodonta
Bivalvia,Bivalvia_Veneroida,Anodontia
Bivalvia,Bivalvia_Veneroida,Anomalocardia
Bivalvia,Bivalvia_Veneroida,Antigona
Bivalvia,Bivalvia_Veneroida,Aphrodina
Bivalvia,Bivalvia_Veneroida,Apolymetis
Bivalvia,Bivalvia_Veneroida,Arcinella
Bivalvia,Bivalvia_Veneroida,Arcopagia
Bivalvia,Bivalvia_Veneroida,Arcopaginula
Bivalvia,Bivalvia_Veneroida,Arctica
Bivalvia,Bivalvia_Veneroida,Armimiltha
Bivalvia,Bivalvia_Veneroida,Artemis
Bivalvia,Bivalvia_Veneroida,Artena
Bivalvia,Bivalvia_Veneroida,Asaphis
Bivalvia,Bivalvia_Veneroida,Atactodea
Bivalvia,Bivalvia_Veneroida,Austrocallista
Bivalvia,Bivalvia_Veneroida,Austrovenus
Bivalvia,Bivalvia_Veneroida,Avicularium
Bivalvia,Bivalvia_Veneroida,Axinopsida
Bivalvia,Bivalvia_Veneroida,Axinus
Bivalvia,Bivalvia_Veneroida,Azorinus
Bivalvia,Bivalvia_Veneroida,Barbierella
Bivalvia,Bivalvia_Veneroida,Barytellina
Bivalvia,Bivalvia_Veneroida,Bassina
Bivalvia,Bivalvia_Veneroida,Basterotia
Bivalvia,Bivalvia_Veneroida,Batissa
Bivalvia,Bivalvia_Veneroida,Bellucina
Bivalvia,Bivalvia_Veneroida,Blagraveia
Bivalvia,Bivalvia_Veneroida,Boeuvia
Bivalvia,Bivalvia_Veneroida,Bornia
Bivalvia,Bivalvia_Veneroida,Bruetia
Bivalvia,Bivalvia_Veneroida,Bucardium
Bivalvia,Bivalvia_Veneroida,Bulacanites
Bivalvia,Bivalvia_Veneroida,Callanaitis
Bivalvia,Bivalvia_Veneroida,Callista
Bivalvia,Bivalvia_Veneroida,Callocardia
Bivalvia,Bivalvia_Veneroida,Callucina
Bivalvia,Bivalvia_Veneroida,Callucinopsis
Bivalvia,Bivalvia_Veneroida,Cardilia
Bivalvia,Bivalvia_Veneroida,Cardiolucina
Bivalvia,Bivalvia_Veneroida,Cardium
Bivalvia,Bivalvia_Veneroida,Carinastarte
Bivalvia,Bivalvia_Veneroida,Cavatidens
Bivalvia,Bivalvia_Veneroida,Cavilinga
Bivalvia,Bivalvia_Veneroida,Cavilucina
Bivalvia,Bivalvia_Veneroida,Cerastoderma
Bivalvia,Bivalvia_Veneroida,Chama
Bivalvia,Bivalvia_Veneroida,Chamelea
Bivalvia,Bivalvia_Veneroida,Chattonia
Bivalvia,Bivalvia_Veneroida,Chesacardium
Bivalvia,Bivalvia_Veneroida,Chione
Bivalvia,Bivalvia_Veneroida,Chioneryx
Bivalvia,Bivalvia_Veneroida,Chionopsis
Bivalvia,Bivalvia_Veneroida,Choristodon
Bivalvia,Bivalvia_Veneroida,Chrysocardium
Bivalvia,Bivalvia_Veneroida,Ciliatocardium
Bivalvia,Bivalvia_Veneroida,Circe
Bivalvia,Bivalvia_Veneroida,Circomphalus
Bivalvia,Bivalvia_Veneroida,Claibornites
Bivalvia,Bivalvia_Veneroida,Clathrotellina
Bivalvia,Bivalvia_Veneroida,Clausinella
Bivalvia,Bivalvia_Veneroida,Clementia
Bivalvia,Bivalvia_Veneroida,Clementina
Bivalvia,Bivalvia_Veneroida,Clinocardium
Bivalvia,Bivalvia_Veneroida,Cockburnia
Bivalvia,Bivalvia_Veneroida,Codakia
Bivalvia,Bivalvia_Veneroida,Compsomyax
Bivalvia,Bivalvia_Veneroida,Comus
Bivalvia,Bivalvia_Veneroida,Conchocele
Bivalvia,Bivalvia_Veneroida,Congeria
Bivalvia,Bivalvia_Veneroida,Cooperella
Bivalvia,Bivalvia_Veneroida,Coralliophaga
Bivalvia,Bivalvia_Veneroida,Corbicula
Bivalvia,Bivalvia_Veneroida,Cossmannella
Bivalvia,Bivalvia_Veneroida,Costacallista
Bivalvia,Bivalvia_Veneroida,Ctena
Bivalvia,Bivalvia_Veneroida,Ctenocardia
Bivalvia,Bivalvia_Veneroida,Cultellus
Bivalvia,Bivalvia_Veneroida,Cumingia
Bivalvia,Bivalvia_Veneroida,Cyamium
Bivalvia,Bivalvia_Veneroida,Cycladicama
Bivalvia,Bivalvia_Veneroida,Cyclina
Bivalvia,Bivalvia_Veneroida,Cyclinella
Bivalvia,Bivalvia_Veneroida,Cyclomactra
Bivalvia,Bivalvia_Veneroida,Cymatoica
Bivalvia,Bivalvia_Veneroida,Cyprimeria
Bivalvia,Bivalvia_Veneroida,Cyprina
Bivalvia,Bivalvia_Veneroida,Cyrenorita
Bivalvia,Bivalvia_Veneroida,Cyrtodaria
Bivalvia,Bivalvia_Veneroida,Cytherea
Bivalvia,Bivalvia_Veneroida,Cytheriopsis
Bivalvia,Bivalvia_Veneroida,Darcinia
Bivalvia,Bivalvia_Veneroida,Darina
Bivalvia,Bivalvia_Veneroida,Deltachion
Bivalvia,Bivalvia_Veneroida,Didacna
Bivalvia,Bivalvia_Veneroida,Dilora
Bivalvia,Bivalvia_Veneroida,Dinocardium
Bivalvia,Bivalvia_Veneroida,Diplodonta
Bivalvia,Bivalvia_Veneroida,Divalinga
Bivalvia,Bivalvia_Veneroida,Divalucina
Bivalvia,Bivalvia_Veneroida,Divaricella
Bivalvia,Bivalvia_Veneroida,Divarikellia
Bivalvia,Bivalvia_Veneroida,Donacilla
Bivalvia,Bivalvia_Veneroida,Donax
Bivalvia,Bivalvia_Veneroida,Dosinia
Bivalvia,Bivalvia_Veneroida,Dosiniopsis
Bivalvia,Bivalvia_Veneroida,Dreissena
Bivalvia,Bivalvia_Veneroida,Echinochama
Bivalvia,Bivalvia_Veneroida,Egerella
Bivalvia,Bivalvia_Veneroida,Elliptotellina
Bivalvia,Bivalvia_Veneroida,Ensiculus
Bivalvia,Bivalvia_Veneroida,Ensis
Bivalvia,Bivalvia_Veneroida,Ensitellops
Bivalvia,Bivalvia_Veneroida,Eomeretrix
Bivalvia,Bivalvia_Veneroida,Eopapyrina
Bivalvia,Bivalvia_Veneroida,Eophysema
Bivalvia,Bivalvia_Veneroida,Epicodakia
Bivalvia,Bivalvia_Veneroida,Epilucina
Bivalvia,Bivalvia_Veneroida,Ervilia
Bivalvia,Bivalvia_Veneroida,Ervillia
Bivalvia,Bivalvia_Veneroida,Erycina
Bivalvia,Bivalvia_Veneroida,Etea
Bivalvia,Bivalvia_Veneroida,Eulopia
Bivalvia,Bivalvia_Veneroida,Eumarcia
Bivalvia,Bivalvia_Veneroida,Eurhomalea
Bivalvia,Bivalvia_Veneroida,Eurytellina
Bivalvia,Bivalvia_Veneroida,Exotica
Bivalvia,Bivalvia_Veneroida,Ezocallista
Bivalvia,Bivalvia_Veneroida,Fabella
Bivalvia,Bivalvia_Veneroida,Fabulina
Bivalvia,Bivalvia_Veneroida,Felaniella
Bivalvia,Bivalvia_Veneroida,Fimbria
Bivalvia,Bivalvia_Veneroida,Florimetis
Bivalvia,Bivalvia_Veneroida,Fragum
Bivalvia,Bivalvia_Veneroida,Fulcrella
Bivalvia,Bivalvia_Veneroida,Fulvia
Bivalvia,Bivalvia_Veneroida,Gafrarium
Bivalvia,Bivalvia_Veneroida,Gaimardia
Bivalvia,Bivalvia_Veneroida,Gari
Bivalvia,Bivalvia_Veneroida,Gastrana
Bivalvia,Bivalvia_Veneroida,Gastrochaena
Bivalvia,Bivalvia_Veneroida,Gemma
Bivalvia,Bivalvia_Veneroida,Gibbolucina
Bivalvia,Bivalvia_Veneroida,Glibertia
Bivalvia,Bivalvia_Veneroida,Globivenus
Bivalvia,Bivalvia_Veneroida,Glossus
Bivalvia,Bivalvia_Veneroida,Glycimeris
Bivalvia,Bivalvia_Veneroida,Goethemia
Bivalvia,Bivalvia_Veneroida,Gomphina
Bivalvia,Bivalvia_Veneroida,Gonimyrtea
Bivalvia,Bivalvia_Veneroida,Gouldia
Bivalvia,Bivalvia_Veneroida,Granocardium
Bivalvia,Bivalvia_Veneroida,Grateloupia
Bivalvia,Bivalvia_Veneroida,Harvella
Bivalvia,Bivalvia_Veneroida,Hedecardium
Bivalvia,Bivalvia_Veneroida,Hemicardium
Bivalvia,Bivalvia_Veneroida,Hemidonax
Bivalvia,Bivalvia_Veneroida,Hemimactra
Bivalvia,Bivalvia_Veneroida,Hemimetis
Bivalvia,Bivalvia_Veneroida,Here
Bivalvia,Bivalvia_Veneroida,Heterodonax
Bivalvia,Bivalvia_Veneroida,Hiatella
Bivalvia,Bivalvia_Veneroida,Hiatula
Bivalvia,Bivalvia_Veneroida,Hindsiella
Bivalvia,Bivalvia_Veneroida,Hippopus
Bivalvia,Bivalvia_Veneroida,Hubertschenckia
Bivalvia,Bivalvia_Veneroida,Humilaria
Bivalvia,Bivalvia_Veneroida,Hysteroconcha
Bivalvia,Bivalvia_Veneroida,Integricardium
Bivalvia,Bivalvia_Veneroida,Iphigenia
Bivalvia,Bivalvia_Veneroida,Irus
Bivalvia,Bivalvia_Veneroida,Irusella
Bivalvia,Bivalvia_Veneroida,Isocardia
Bivalvia,Bivalvia_Veneroida,Isocrassina
Bivalvia,Bivalvia_Veneroida,Jagolucina
Bivalvia,Bivalvia_Veneroida,Jagonia
Bivalvia,Bivalvia_Veneroida,Katelysia
Bivalvia,Bivalvia_Veneroida,Katherinella
Bivalvia,Bivalvia_Veneroida,Kellia
Bivalvia,Bivalvia_Veneroida,Kelliella
Bivalvia,Bivalvia_Veneroida,Kitsonia
Bivalvia,Bivalvia_Veneroida,Kuia
Bivalvia,Bivalvia_Veneroida,Kummelia
Bivalvia,Bivalvia_Veneroida,Laciolina
Bivalvia,Bivalvia_Veneroida,Laevicardium
Bivalvia,Bivalvia_Veneroida,Lahillia
Bivalvia,Bivalvia_Veneroida,Lamelliconcha
Bivalvia,Bivalvia_Veneroida,Lasaea
Bivalvia,Bivalvia_Veneroida,Lasaeina
Bivalvia,Bivalvia_Veneroida,Laseina
Bivalvia,Bivalvia_Veneroida,Laubriereia
Bivalvia,Bivalvia_Veneroida,Lepilucina
Bivalvia,Bivalvia_Veneroida,Leporimetis
Bivalvia,Bivalvia_Veneroida,Leptaxinus
Bivalvia,Bivalvia_Veneroida,Leptomactra
Bivalvia,Bivalvia_Veneroida,Leptomya
Bivalvia,Bivalvia_Veneroida,Lepton
Bivalvia,Bivalvia_Veneroida,Linga
Bivalvia,Bivalvia_Veneroida,Lioconcha
Bivalvia,Bivalvia_Veneroida,Liocyma
Bivalvia,Bivalvia_Veneroida,Liromissus
Bivalvia,Bivalvia_Veneroida,Lirophora
Bivalvia,Bivalvia_Veneroida,Loparia
Bivalvia,Bivalvia_Veneroida,Lophocardium
Bivalvia,Bivalvia_Veneroida,Loripes
Bivalvia,Bivalvia_Veneroida,Loxocardium
Bivalvia,Bivalvia_Veneroida,Lucina
Bivalvia,Bivalvia_Veneroida,Lucinella
Bivalvia,Bivalvia_Veneroida,Lucinisca
Bivalvia,Bivalvia_Veneroida,Lucinoma
Bivalvia,Bivalvia_Veneroida,Lucinopsis
Bivalvia,Bivalvia_Veneroida,Luciploma
Bivalvia,Bivalvia_Veneroida,Lunulicardia
Bivalvia,Bivalvia_Veneroida,Lunulicardium
Bivalvia,Bivalvia_Veneroida,Lutraria
Bivalvia,Bivalvia_Veneroida,Macoma
Bivalvia,Bivalvia_Veneroida,Macomona
Bivalvia,Bivalvia_Veneroida,Macrocallista
Bivalvia,Bivalvia_Veneroida,Macrosolen
Bivalvia,Bivalvia_Veneroida,Mactra
Bivalvia,Bivalvia_Veneroida,Mactrellona
Bivalvia,Bivalvia_Veneroida,Mactrinula
Bivalvia,Bivalvia_Veneroida,Mactrodesma
Bivalvia,Bivalvia_Veneroida,Mactropsis
Bivalvia,Bivalvia_Veneroida,Mactrotoma
Bivalvia,Bivalvia_Veneroida,Mancosinodia
Bivalvia,Bivalvia_Veneroida,Maoricardium
Bivalvia,Bivalvia_Veneroida,Marama
Bivalvia,Bivalvia_Veneroida,Marcia
Bivalvia,Bivalvia_Veneroida,Marikellia
Bivalvia,Bivalvia_Veneroida,Marwickia
Bivalvia,Bivalvia_Veneroida,Megaxinus
Bivalvia,Bivalvia_Veneroida,Meiocardia
Bivalvia,Bivalvia_Veneroida,Melliteryx
Bivalvia,Bivalvia_Veneroida,Melosia
Bivalvia,Bivalvia_Veneroida,Mercenaria
Bivalvia,Bivalvia_Veneroida,Mercimonia
Bivalvia,Bivalvia_Veneroida,Meretrix
Bivalvia,Bivalvia_Veneroida,Merisca
Bivalvia,Bivalvia_Veneroida,Meroena
Bivalvia,Bivalvia_Veneroida,Mesodesma
Bivalvia,Bivalvia_Veneroida,Metis
Bivalvia,Bivalvia_Veneroida,Microcardium
Bivalvia,Bivalvia_Veneroida,Microcirce
Bivalvia,Bivalvia_Veneroida,Microstagon
Bivalvia,Bivalvia_Veneroida,Miltha
Bivalvia,Bivalvia_Veneroida,Miocardiopsis
Bivalvia,Bivalvia_Veneroida,Miodomeris
Bivalvia,Bivalvia_Veneroida,Mioerycina
Bivalvia,Bivalvia_Veneroida,Moerella
Bivalvia,Bivalvia_Veneroida,Monitilora
Bivalvia,Bivalvia_Veneroida,Montacuta
Bivalvia,Bivalvia_Veneroida,Mulinia
Bivalvia,Bivalvia_Veneroida,Myadesma
Bivalvia,Bivalvia_Veneroida,Myrtea
Bivalvia,Bivalvia_Veneroida,Mysella
Bivalvia,Bivalvia_Veneroida,Mytilopsis
Bivalvia,Bivalvia_Veneroida,Neaeromya
Bivalvia,Bivalvia_Veneroida,Nemocardium
Bivalvia,Bivalvia_Veneroida,Neolepton
Bivalvia,Bivalvia_Veneroida,Nevenulora
Bivalvia,Bivalvia_Veneroida,Nipponomarcia
Bivalvia,Bivalvia_Veneroida,Notocallista
Bivalvia,Bivalvia_Veneroida,Notodonax
Bivalvia,Bivalvia_Veneroida,Nutricola
Bivalvia,Bivalvia_Veneroida,Nuttallia
Bivalvia,Bivalvia_Veneroida,Nymphactra
Bivalvia,Bivalvia_Veneroida,Obsoletiforma
Bivalvia,Bivalvia_Veneroida,Omanidacna
Bivalvia,Bivalvia_Veneroida,Orobitella
Bivalvia,Bivalvia_Veneroida,Orthocardium
Bivalvia,Bivalvia_Veneroida,Ovamactra
Bivalvia,Bivalvia_Veneroida,Oxyperas
Bivalvia,Bivalvia_Veneroida,Panacoma
Bivalvia,Bivalvia_Veneroida,Panopea
Bivalvia,Bivalvia_Veneroida,Paphia
Bivalvia,Bivalvia_Veneroida,Paphies
Bivalvia,Bivalvia_Veneroida,Papillicardium
Bivalvia,Bivalvia_Veneroida,Papyridea
Bivalvia,Bivalvia_Veneroida,Paralucinella
Bivalvia,Bivalvia_Veneroida,Parastarte
Bivalvia,Bivalvia_Veneroida,Parvicardium
Bivalvia,Bivalvia_Veneroida,Parvilucina
Bivalvia,Bivalvia_Veneroida,Patagonicardium
Bivalvia,Bivalvia_Veneroida,Pelecyora
Bivalvia,Bivalvia_Veneroida,Periglypta
Bivalvia,Bivalvia_Veneroida,Petalocardia
Bivalvia,Bivalvia_Veneroida,Petricola
Bivalvia,Bivalvia_Veneroida,Phacoides
Bivalvia,Bivalvia_Veneroida,Phaxas
Bivalvia,Bivalvia_Veneroida,Phlyctiderma
Bivalvia,Bivalvia_Veneroida,Pillucina
Bivalvia,Bivalvia_Veneroida,Pinguitellina
Bivalvia,Bivalvia_Veneroida,Pisidium
Bivalvia,Bivalvia_Veneroida,Pitar
Bivalvia,Bivalvia_Veneroida,Placamen
Bivalvia,Bivalvia_Veneroida,Plagiocardium
Bivalvia,Bivalvia_Veneroida,Planicardium
Bivalvia,Bivalvia_Veneroida,Pleiorytis
Bivalvia,Bivalvia_Veneroida,Plicatiforma
Bivalvia,Bivalvia_Veneroida,Pliocardia
Bivalvia,Bivalvia_Veneroida,Polymesoda
Bivalvia,Bivalvia_Veneroida,Potamomya
Bivalvia,Bivalvia_Veneroida,Praerangia
Bivalvia,Bivalvia_Veneroida,Pratulum
Bivalvia,Bivalvia_Veneroida,Properycina
Bivalvia,Bivalvia_Veneroida,Protocardia
Bivalvia,Bivalvia_Veneroida,Protothaca
Bivalvia,Bivalvia_Veneroida,Proxichione
Bivalvia,Bivalvia_Veneroida,Psammacoma
Bivalvia,Bivalvia_Veneroida,Psammotellina
Bivalvia,Bivalvia_Veneroida,Psammotreta
Bivalvia,Bivalvia_Veneroida,Psamosolen
Bivalvia,Bivalvia_Veneroida,Psathura
Bivalvia,Bivalvia_Veneroida,Psephidia
Bivalvia,Bivalvia_Veneroida,Pseudamiantis
Bivalvia,Bivalvia_Veneroida,Pseudaphrodina
Bivalvia,Bivalvia_Veneroida,Pseudochama
Bivalvia,Bivalvia_Veneroida,Pseudomiltha
Bivalvia,Bivalvia_Veneroida,Pterolucina
Bivalvia,Bivalvia_Veneroida,Pteromyrtea
Bivalvia,Bivalvia_Veneroida,Pteropsella
Bivalvia,Bivalvia_Veneroida,Pygocardia
Bivalvia,Bivalvia_Veneroida,Quadrans
Bivalvia,Bivalvia_Veneroida,Quidnipagus
Bivalvia,Bivalvia_Veneroida,Radiolucina
Bivalvia,Bivalvia_Veneroida,Raeta
Bivalvia,Bivalvia_Veneroida,Rangia
Bivalvia,Bivalvia_Veneroida,Recticardo
Bivalvia,Bivalvia_Veneroida,Recurvella
Bivalvia,Bivalvia_Veneroida,Redicirce
Bivalvia,Bivalvia_Veneroida,Regozara
Bivalvia,Bivalvia_Veneroida,Retrotapes
Bivalvia,Bivalvia_Veneroida,Rhabdopitaria
Bivalvia,Bivalvia_Veneroida,Ringicardium
Bivalvia,Bivalvia_Veneroida,Rochefortia
Bivalvia,Bivalvia_Veneroida,Rudicardium
